id	message
PREMIUM_SUB_ACTIVE_UNTIL_X	You already have a premium subscription active until unixtime {value} .
PRICING_CHAT_INVALID	The pricing for the [subscription](https://core.telegram.org/api/subscriptions) is invalid, the maximum price is specified in the [`stars_subscription_amount_max` config key &raquo;](https://core.telegram.org/api/config#stars-subscription-amount-max).
PRIVACY_KEY_INVALID	The privacy key is invalid.
PRIVACY_TOO_LONG	Too many privacy rules were specified, the current limit is 1000.
PRIVACY_VALUE_INVALID	The specified privacy rule combination is invalid.
PUBLIC_KEY_INVALID	The specified public key is invalid.
PUBLIC_KEY_REQUIRED	A public key is required.
PURPOSE_INVALID	The specified payment purpose is invalid.
QUERY_ID_EMPTY	The query ID is empty.
QUERY_ID_INVALID	The query ID is invalid.
QUERY_TOO_SHORT	The query string is too short.
QUICK_REPLIES_BOT_NOT_ALLOWED	[Quick replies](https://core.telegram.org/api/business#quick-reply-shortcuts) cannot be used by bots.
QUICK_REPLIES_TOO_MUCH	A maximum of [appConfig.`quick_replies_limit`](https://core.telegram.org/api/config#quick-replies-limit) shortcuts may be created, the limit was reached.
QUIZ_ANSWER_MISSING	You can forward a quiz while hiding the original author only after choosing an option in the quiz.
QUIZ_CORRECT_ANSWERS_EMPTY	No correct quiz answer was specified.
QUIZ_CORRECT_ANSWERS_TOO_MUCH	You specified too many correct answers in a quiz, quizzes can only have one right answer!
QUIZ_CORRECT_ANSWER_INVALID	An invalid value was provided to the correct_answers field.
QUIZ_MULTIPLE_INVALID	Quizzes can't have the multiple_choice flag set!
QUOTE_TEXT_INVALID	The specified `reply_to`.`quote_text` field is invalid.
TEXTDRAFT_PEER_INVALID	The draft peer specified for the request is invalid.
RAISE_HAND_FORBIDDEN	You cannot raise your hand.
RANDOM_ID_EMPTY	Random ID empty.
RANDOM_ID_EXPIRED	The specified `random_id` was expired (most likely it didn't follow the required `uint64_t random_id = (time() << 32) | ((uint64_t)random_uint32_t())` format, or the specified time is too far in the past).
RANDOM_ID_INVALID	A provided random ID is invalid.
RANDOM_LENGTH_INVALID	Random length invalid.
RANGES_INVALID	Invalid range provided.
REACTIONS_COUNT_INVALID	The specified number of reactions is invalid.
REACTIONS_TOO_MANY	The message already has exactly `reactions_uniq_max` reaction emojis, you can't react with a new emoji, see [the docs for more info &raquo;](https://core.telegram.org/api/config#client-configuration).
REACTION_EMPTY	Empty reaction provided.
REACTION_INVALID	The specified reaction is invalid.
RECEIPT_EMPTY	The specified receipt is empty.
REFLECTOR_NOT_AVAILABLE	The call reflector is not available
REPLY_MARKUP_BUY_EMPTY	Reply markup for buy button empty.
REPLY_MARKUP_GAME_EMPTY	A game message is being edited, but the newly provided keyboard doesn't have a keyboardButtonGame button.
REPLY_MARKUP_INVALID	The provided reply markup is invalid.
REPLY_MARKUP_TOO_LONG	The specified reply_markup is too long.
REPLY_MESSAGES_TOO_MUCH	Each shortcut can contain a maximum of [appConfig.`quick_reply_messages_limit`](https://core.telegram.org/api/config#quick-reply-messages-limit) messages, the limit was reached.
REPLY_MESSAGE_ID_INVALID	The specified reply-to message ID is invalid.
REPLY_TO_INVALID	The specified `reply_to` field is invalid.
REPLY_TO_MONOFORUM_PEER_INVALID	The specified inputReplyToMonoForum.monoforum_peer_id is invalid.
REPLY_TO_USER_INVALID	The replied-to user is invalid.
REQUEST_TOKEN_INVALID	The master DC did not accept the `request_token` from the CDN DC. Continue downloading the file from the master DC using upload.getFile.
RESET_REQUEST_MISSING	No password reset is in progress.
RESULTS_TOO_MUCH	Too many results were provided.
RESULT_ID_DUPLICATE	You provided a duplicate result ID.
RESULT_ID_EMPTY	Result ID empty.
RESULT_ID_INVALID	One of the specified result IDs is invalid.
RESULT_TYPE_INVALID	Result type invalid.
REVOTE_NOT_ALLOWED	You cannot change your vote.
RIGHTS_NOT_MODIFIED	The new admin rights are equal to the old rights, no change was made.
RINGTONE_INVALID	The specified ringtone is invalid.
RINGTONE_MIME_INVALID	The MIME type for the ringtone is invalid.
RSA_DECRYPT_FAILED	Internal RSA decryption failed.
SAVED_DIALOGS_UNSUPPORTED	You cannot use this method
SAVED_ID_EMPTY	The passed inputSavedStarGiftChat.saved_id is empty.
SCHEDULE_BOT_NOT_ALLOWED	Bots cannot schedule messages.
SCHEDULE_DATE_INVALID	Invalid schedule date provided.
SCHEDULE_DATE_TOO_LATE	You can't schedule a message this far in the future.
SCHEDULE_STATUS_PRIVATE	Can't schedule until user is online, if the user's last seen timestamp is hidden by their privacy settings.
SCHEDULE_TOO_MUCH	There are too many scheduled messages.
SCORE_INVALID	The specified game score is invalid.
SEARCH_QUERY_EMPTY	The search query is empty.
SEARCH_WITH_LINK_NOT_SUPPORTED	You cannot provide a search query and an invite link at the same time.
SECONDS_INVALID	Invalid duration provided.
SECURE_SECRET_REQUIRED	A secure secret is required.
SELF_DELETE_RESTRICTED	Business bots can't delete messages just for the user, `revoke` **must** be set.
SEND_AS_PEER_INVALID	You can't send messages as the specified peer.
SEND_MESSAGE_GAME_INVALID	An inputBotInlineMessageGame can only be contained in an inputBotInlineResultGame, not in an inputBotInlineResult/inputBotInlineResultPhoto/etc.
SEND_MESSAGE_MEDIA_INVALID	Invalid media provided.
SEND_MESSAGE_TYPE_INVALID	The message type is invalid.
SESSION_TOO_FRESH_X	This session was created less than 24 hours ago, try again in {value} seconds.
SETTINGS_INVALID	Invalid settings were provided.
SHA256_HASH_INVALID	The provided SHA256 hash is invalid.
SHORTCUT_INVALID	The specified shortcut is invalid.
SHORTNAME_OCCUPY_FAILED	An error occurred when trying to register the short-name used for the sticker pack. Try a different name
SHORT_NAME_INVALID	The specified short name is invalid.
SHORT_NAME_OCCUPIED	The specified short name is already in use.
SLOTS_EMPTY	The specified slot list is empty.
SLOWMODE_MULTI_MSGS_DISABLED	Slowmode is enabled, you cannot forward multiple messages to this group.
SLOWMODE_WAIT_X	Slowmode is enabled in this chat: wait {value} seconds before sending another message to this chat.
SLUG_INVALID	The specified invoice slug is invalid.
SMSJOB_ID_INVALID	The specified job ID is invalid.
SMS_CODE_CREATE_FAILED	An error occurred while creating the SMS code.
SRP_A_INVALID	The specified inputCheckPasswordSRP.A value is invalid.
SRP_ID_INVALID	Invalid SRP ID provided.
SRP_PASSWORD_CHANGED	Password has changed.
STARGIFT_ALREADY_CONVERTED	The specified star gift was already converted to Stars.
STARGIFT_ALREADY_REFUNDED	The specified star gift was already refunded.
STARGIFT_ALREADY_UPGRADED	The specified gift was already upgraded to a collectible gift.
STARGIFT_INVALID	The passed gift is invalid.
STARGIFT_NOT_FOUND	The specified gift was not found.
STARGIFT_OWNER_INVALID	You cannot transfer or sell a gift owned by another user.
STARGIFT_PEER_INVALID	The specified inputSavedStarGiftChat.peer is invalid.
STARGIFT_RESELL_CURRENCY_NOT_ALLOWED	You can't buy the gift using the specified currency (i.e. trying to pay in Stars for TON gifts).
STARGIFT_SLUG_INVALID	The specified gift slug is invalid.
STARGIFT_TRANSFER_TOO_EARLY_X	You cannot transfer this gift yet, wait {value} seconds.
STARGIFT_UPGRADE_UNAVAILABLE	A received gift can only be upgraded to a collectible gift if the [messageActionStarGift](https://core.telegram.org/constructor/messageActionStarGift)/[savedStarGift](https://core.telegram.org/constructor/savedStarGift).`can_upgrade` flag is set.
STARGIFT_USAGE_LIMITED	The gift is sold out.
STARGIFT_USER_USAGE_LIMITED	You've reached the starGift.limited_per_user limit, you can't buy any more gifts of this type.
STARREF_AWAITING_END	The previous referral program was terminated less than 24 hours ago: further changes can be made after the date specified in userFull.starref_program.end_date.
STARREF_EXPIRED	The specified referral link is invalid.
STARREF_HASH_REVOKED	The specified affiliate link was already revoked.
STARREF_PERMILLE_INVALID	The specified commission_permille is invalid: the minimum and maximum values for this parameter are contained in the [starref_min_commission_permille](https://core.telegram.org/api/config#starref-min-commission-permille) and [starref_max_commission_permille](https://core.telegram.org/api/config#starref-max-commission-permille) client configuration parameters.
STARREF_PERMILLE_TOO_LOW	The specified commission_permille is too low: the minimum and maximum values for this parameter are contained in the [starref_min_commission_permille](https://core.telegram.org/api/config#starref-min-commission-permille) and [starref_max_commission_permille](https://core.telegram.org/api/config#starref-max-commission-permille) client configuration parameters.
STARS_AMOUNT_INVALID	The specified amount in stars is invalid.
STARS_INVOICE_INVALID	The specified Telegram Star invoice is invalid.
STARS_PAYMENT_REQUIRED	To import this chat invite link, you must first [pay for the associated Telegram Star subscription &raquo;](https://core.telegram.org/api/subscriptions#channel-subscriptions).
START_PARAM_EMPTY	The start parameter is empty.
START_PARAM_INVALID	Start parameter invalid.
START_PARAM_TOO_LONG	Start parameter is too long.
STICKERPACK_STICKERS_TOO_MUCH	There are too many stickers in this stickerpack, you can't add any more.
STICKERSET_INVALID	The provided sticker set is invalid.
STICKERSET_NOT_MODIFIED	The passed stickerset information is equal to the current information.
STICKERS_EMPTY	No sticker provided.
STICKERS_TOO_MUCH	There are too many stickers in this stickerpack, you can't add any more.
STICKER_DOCUMENT_INVALID	The specified sticker document is invalid.
STICKER_EMOJI_INVALID	Sticker emoji invalid.
STICKER_FILE_INVALID	Sticker file invalid.
STICKER_GIF_DIMENSIONS	The specified video sticker has invalid dimensions.
STICKER_ID_INVALID	The provided sticker ID is invalid.
STICKER_INVALID	The provided sticker is invalid.
STICKER_MIME_INVALID	The specified sticker MIME type is invalid.
STICKER_PNG_DIMENSIONS	Sticker png dimensions invalid.
STICKER_PNG_NOPNG	One of the specified stickers is not a valid PNG file.
STICKER_TGS_NODOC	You must send the animated sticker as a document.
STICKER_TGS_NOTGS	Invalid TGS sticker provided.
STICKER_THUMB_PNG_NOPNG	Incorrect stickerset thumb file provided, PNG / WEBP expected.
STICKER_THUMB_TGS_NOTGS	Incorrect stickerset TGS thumb file provided.
STICKER_VIDEO_BIG	The specified video sticker is too big.
STICKER_VIDEO_NODOC	You must send the video sticker as a document.
STICKER_VIDEO_NOWEBM	The specified video sticker is not in webm format.
STORIES_NEVER_CREATED	This peer hasn't ever posted any stories.
STORIES_TOO_MUCH	You have hit the maximum active stories limit as specified by the [`story_expiring_limit_*` client configuration parameters](https://core.telegram.org/api/config#story-expiring-limit-default): you should buy a [Premium](https://core.telegram.org/api/premium) subscription, delete an active story, or wait for the oldest story to expire.
STORY_ID_EMPTY	You specified no story IDs.
STORY_ID_INVALID	The specified story ID is invalid.
STORY_NOT_MODIFIED	The new story information you passed is equal to the previous story information, thus it wasn't modified.
STORY_PERIOD_INVALID	The specified story period is invalid for this account.
STORY_SEND_FLOOD_MONTHLY_X	You've hit the monthly story limit as specified by the [`stories_sent_monthly_limit_*` client configuration parameters](https://core.telegram.org/api/config#stories-sent-monthly-limit-default): wait {value} seconds before posting a new story.
STORY_SEND_FLOOD_WEEKLY_X	You've hit the weekly story limit as specified by the [`stories_sent_weekly_limit_*` client configuration parameters](https://core.telegram.org/api/config#stories-sent-weekly-limit-default): wait for {value} seconds before posting a new story.
SUBSCRIPTION_EXPORT_MISSING	You cannot send a [bot subscription invoice](https://core.telegram.org/api/subscriptions#bot-subscriptions) directly, you may only create invoice links using [payments.exportInvoice](https://core.telegram.org/method/payments.exportInvoice).
SUBSCRIPTION_ID_INVALID	The specified subscription_id is invalid.
SUBSCRIPTION_PERIOD_INVALID	The specified subscription_pricing.period is invalid.
SUGGESTED_POST_AMOUNT_INVALID	The specified price for the suggested post is invalid.
SUGGESTED_POST_PEER_INVALID	You cannot send suggested posts to non-[monoforum](https://core.telegram.org/api/monoforum) peers.
SWITCH_PM_TEXT_EMPTY	The switch_pm.text field was empty.
SWITCH_WEBVIEW_URL_INVALID	The URL specified in switch_webview.url is invalid!
TAKEOUT_INIT_DELAY_X	Sorry, for security reasons, you will be able to begin downloading your data in {value} seconds. We have notified all your devices about the export request to make sure it's authorized and to give you time to react if it's not.
TAKEOUT_INVALID	The specified takeout ID is invalid.
TAKEOUT_REQUIRED	A [takeout](https://core.telegram.org/api/takeout) session needs to be initialized first, [see here &raquo; for more info](https://core.telegram.org/api/takeout).
TASK_ALREADY_EXISTS	An email reset was already requested.
TEMP_AUTH_KEY_ALREADY_BOUND	The passed temporary key is already bound to another **perm_auth_key_id**.
TEMP_AUTH_KEY_EMPTY	No temporary auth key provided.
TERMS_URL_INVALID	The specified [invoice](https://core.telegram.org/constructor/invoice).`terms_url` is invalid.
THEME_FILE_INVALID	Invalid theme file provided.
THEME_FORMAT_INVALID	Invalid theme format provided.
THEME_INVALID	Invalid theme provided.
THEME_MIME_INVALID	The theme's MIME type is invalid.
THEME_PARAMS_INVALID	The specified `theme_params` field is invalid.
THEME_SLUG_INVALID	The specified theme slug is invalid.
THEME_TITLE_INVALID	The specified theme title is invalid.
TIMEZONE_INVALID	The specified timezone does not exist.
TITLE_INVALID	The specified stickerpack title is invalid.
TMP_PASSWORD_DISABLED	The temporary password is disabled.
TMP_PASSWORD_INVALID	The passed tmp_password is invalid.
TODO_ITEMS_EMPTY	A checklist was specified, but no [checklist items](https://core.telegram.org/api/todo) were passed.
TODO_ITEM_DUPLICATE	Duplicate [checklist items](https://core.telegram.org/api/todo) detected.
TODO_NOT_MODIFIED	No todo items were specified, so no changes were made to the todo list.
TOKEN_EMPTY	The specified token is empty.
TOKEN_INVALID	The provided token is invalid.
TOKEN_TYPE_INVALID	The specified token type is invalid.
TOPICS_EMPTY	You specified no topic IDs.
TOPIC_CLOSED	This topic was closed, you can't send messages to it anymore.
TOPIC_CLOSE_SEPARATELY	The `close` flag cannot be provided together with any of the other flags.
TOPIC_DELETED	The specified topic was deleted.
TOPIC_HIDE_SEPARATELY	The `hide` flag cannot be provided together with any of the other flags.
TOPIC_ID_INVALID	The specified topic ID is invalid.
TOPIC_NOT_MODIFIED	The updated topic info is equal to the current topic info, nothing was changed.
TOPIC_TITLE_EMPTY	The specified topic title is empty.
TO_ID_INVALID	The specified `to_id` of the passed inputInvoiceStarGiftResale or inputInvoiceStarGiftTransfer is invalid.
TO_LANG_INVALID	The specified destination language is invalid.
TRANSACTION_ID_INVALID	The specified transaction ID is invalid.
TRANSCRIPTION_FAILED	Audio transcription failed.
TRANSLATE_REQ_QUOTA_EXCEEDED	Translation is currently unavailable due to a temporary server-side lack of resources.
TTL_DAYS_INVALID	The provided TTL is invalid.
TTL_MEDIA_INVALID	Invalid media Time To Live was provided.
TTL_PERIOD_INVALID	The specified TTL period is invalid.
TYPES_EMPTY	No top peer type was provided.
TYPE_CONSTRUCTOR_INVALID	The type constructor is invalid
UNSUPPORTED	`require_payment` cannot be *set* by users, only by monoforums: users must instead use the [inputPrivacyKeyNoPaidMessages](https://core.telegram.org/constructor/inputPrivacyKeyNoPaidMessages) privacy setting to remove a previously added exemption.
UNTIL_DATE_INVALID	Invalid until date provided.
URL_INVALID	Invalid URL provided.
USAGE_LIMIT_INVALID	The specified usage limit is invalid.
USERNAMES_ACTIVE_TOO_MUCH	The maximum number of active usernames was reached.
USERNAME_INVALID	The provided username is not valid.
USERNAME_NOT_MODIFIED	The username was not modified.
USERNAME_NOT_OCCUPIED	The provided username is not occupied.
USERNAME_OCCUPIED	The provided username is already occupied.
USERNAME_PURCHASE_AVAILABLE	The specified username can be purchased on https://fragment.com.
USERPIC_UPLOAD_REQUIRED	You must have a profile picture to publish your geolocation.
USERS_TOO_FEW	Not enough users (to create a chat, for example).
USERS_TOO_MUCH	The maximum number of users has been exceeded (to create a chat, for example).
USER_ADMIN_INVALID	You're not an admin.
USER_ALREADY_INVITED	You have already invited this user.
USER_ALREADY_PARTICIPANT	The user is already in the group.
USER_BANNED_IN_CHANNEL	You're banned from sending messages in supergroups/channels.
USER_BLOCKED	User blocked.
USER_BOT	Bots can only be admins in channels.
USER_BOT_INVALID	User accounts must provide the `bot` method parameter when calling this method. If there is no such method parameter, this method can only be invoked by bot accounts.
USER_BOT_REQUIRED	This method can only be called by a bot.
USER_CHANNELS_TOO_MUCH	One of the users you tried to add is already in too many channels/supergroups.
USER_CREATOR	For channels.editAdmin: you've tried to edit the admin rights of the owner, but you're not the owner; for channels.leaveChannel: you can't leave this channel, because you're its creator.
USER_GIFT_UNAVAILABLE	Gifts are not available in the current region ([stars_gifts_enabled](https://core.telegram.org/api/config#stars-gifts-enabled) is equal to false).
USER_ID_INVALID	The provided user ID is invalid.
USER_INVALID	Invalid user provided.
USER_IS_BLOCKED	You were blocked by this user.
USER_IS_BOT	Bots can't send messages to other bots.
USER_KICKED	This user was kicked from this supergroup/channel.
USER_NOT_MUTUAL_CONTACT	The provided user is not a mutual contact.
USER_NOT_PARTICIPANT	You're not a member of this supergroup/channel.
USER_PUBLIC_MISSING	Cannot generate a link to stories posted by a peer without a username.
USER_VOLUME_INVALID	The specified user volume is invalid.
VENUE_ID_INVALID	The specified venue ID is invalid.
VIDEO_CONTENT_TYPE_INVALID	The video's content type is invalid.
VIDEO_FILE_INVALID	The specified video file is invalid.
VIDEO_PAUSE_FORBIDDEN	You cannot pause the video stream.
VIDEO_STOP_FORBIDDEN	You cannot stop the video stream.
VIDEO_TITLE_EMPTY	The specified video title is empty.
VOICE_MESSAGES_FORBIDDEN	This user's privacy settings forbid you from sending voice messages.
VOLUME_LOC_NOT_FOUND	The volume location can't be found
WALLPAPER_FILE_INVALID	The specified wallpaper file is invalid.
WALLPAPER_INVALID	The specified wallpaper is invalid.
WALLPAPER_MIME_INVALID	The specified wallpaper MIME type is invalid.
WALLPAPER_NOT_FOUND	The specified wallpaper could not be found.
WC_CONVERT_URL_INVALID	WC convert URL invalid.
WEBDOCUMENT_INVALID	Invalid webdocument URL provided.
WEBDOCUMENT_MIME_INVALID	Invalid webdocument mime type provided.
WEBDOCUMENT_SIZE_TOO_BIG	Webdocument is too big!
WEBDOCUMENT_URL_EMPTY	The passed web document URL is empty.
WEBDOCUMENT_URL_INVALID	The specified webdocument URL is invalid.
WEBPAGE_CURL_FAILED	Failure while fetching the webpage with cURL.
WEBPAGE_MEDIA_EMPTY	Webpage media empty.
WEBPAGE_NOT_FOUND	A preview for the specified webpage `url` could not be generated.
WEBPAGE_URL_INVALID	The specified webpage `url` is invalid.
WEBPUSH_AUTH_INVALID	The specified web push authentication secret is invalid.
WEBPUSH_KEY_INVALID	The specified web push elliptic curve Diffie-Hellman public key is invalid.
WEBPUSH_TOKEN_INVALID	The specified web push token is invalid.
YOU_BLOCKED_USER	You blocked this user.
